,Wi-iPSC-1,Wi-iPSC-2,Wi-iPSC-3,H11-iPSC-1,H11-iPSC-2,H11-iPSC-3
ENSG00000254526,0,0,0,0,0,0
ENSG00000255450,0,0,0,0,1,0
ENSG00000254530,0,0,0,0,0,0
ENSG00000255281,0,0,0,0,0,0
ENSG00000255227,0,0,0,0,0,0
ENSG00000255029,0,0,0,0,0,0
ENSG00000255117,0,0,0,0,0,0
ENSG00000255047,0,0,0,0,0,0
ENSG00000254734,0,0,0,0,0,0
ENSG00000243505,0,0,0,0,0,0
ENSG00000240554,0,0,0,0,0,0
ENSG00000261340,0,0,0,0,0,0
ENSG00000182255,0,0,0,4,0,0
ENSG00000254532,0,0,0,0,0,0
ENSG00000255288,0,0,0,0,0,0
ENSG00000131808,0,0,0,0,0,0
ENSG00000152219,720,481,575,531,514,502
ENSG00000242353,0,0,0,0,0,0
ENSG00000066382,120,62,53,59,55,67
ENSG00000255480,0,0,0,0,0,0
ENSG00000254489,2,1,1,0,1,2
ENSG00000170959,6,3,2,10,4,7
ENSG00000255370,0,0,0,0,0,0
ENSG00000255525,0,0,0,0,0,0
ENSG00000170946,339,229,312,299,246,189
ENSG00000148950,235,241,217,231,256,182
ENSG00000109911,538,383,275,279,302,269
ENSG00000228061,0,1,0,0,0,0
ENSG00000007372,55,36,26,40,21,35
ENSG00000049449,6390,5124,4170,6249,5469,4745
ENSG00000281880,0,0,0,0,4,0
ENSG00000254584,0,0,0,0,0,0
ENSG00000254836,0,0,0,0,0,0
ENSG00000254627,0,0,0,0,0,0
ENSG00000212551,0,0,0,0,0,0
ENSG00000255490,0,0,0,0,0,0
ENSG00000255252,0,0,0,0,0,0
ENSG00000227160,0,0,0,1,1,2
ENSG00000255375,0,0,0,0,0,0
ENSG00000184937,0,0,1,1,2,5
ENSG00000183242,0,0,1,1,1,3
ENSG00000278822,0,0,0,0,0,0
ENSG00000273677,0,0,0,0,0,0
ENSG00000278045,0,0,0,0,0,0
ENSG00000276530,0,0,0,0,0,0
ENSG00000273908,0,0,0,0,0,0
ENSG00000277119,0,0,0,0,0,0
ENSG00000149100,5450,4275,4289,4666,5911,5040
ENSG00000270903,0,1,0,1,0,2
ENSG00000186714,16,13,5,8,11,7
ENSG00000244535,0,0,0,0,0,0
ENSG00000135378,105,92,92,107,123,68
ENSG00000060749,4478,1835,2738,2830,1999,2598
ENSG00000200615,0,0,0,0,0,0
ENSG00000121690,108,97,130,87,97,89
ENSG00000176148,238,158,169,250,170,207
ENSG00000280550,8,10,17,19,10,20
ENSG00000213713,45,28,51,76,64,59
ENSG00000280798,210,327,294,272,369,256
ENSG00000176102,1270,1012,979,1418,1242,1404
ENSG00000247151,6,1,6,11,4,7
ENSG00000206808,0,0,0,1,0,0
ENSG00000241950,0,0,0,0,0,0
ENSG00000200485,0,0,0,0,0,0
ENSG00000241255,5,7,6,3,4,4
ENSG00000110422,475,240,414,362,335,275
ENSG00000254537,0,0,0,0,0,0
ENSG00000255207,0,0,0,0,0,0
ENSG00000110427,157,23,56,70,54,81
ENSG00000255202,0,0,0,0,0,0
ENSG00000205177,0,2,0,2,1,0
ENSG00000085063,1945,1303,1060,1279,1298,1211
ENSG00000110429,797,474,376,535,555,500
ENSG00000254508,0,0,0,0,0,0
ENSG00000255272,0,0,0,0,0,0
ENSG00000255161,0,0,0,0,0,0
ENSG00000255169,0,0,0,0,0,0
ENSG00000254619,0,0,0,0,0,0
ENSG00000255133,1,1,0,0,0,0
ENSG00000135363,33,48,53,98,82,63
ENSG00000184566,0,0,0,0,0,0
ENSG00000135387,11521,6357,8219,8366,8341,8229
ENSG00000135372,3826,2198,2214,3031,2737,2813
ENSG00000166016,295,196,379,497,378,506
ENSG00000201867,0,0,0,0,0,0
ENSG00000254708,0,0,0,0,0,1
ENSG00000220204,0,0,0,0,0,0
ENSG00000216708,0,0,0,0,0,0
ENSG00000121691,100,101,147,87,78,95
ENSG00000135374,0,0,0,0,0,0
ENSG00000255271,0,0,0,0,0,0
ENSG00000255427,0,0,0,0,0,0
ENSG00000135373,0,1,4,0,4,1
ENSG00000271369,50,26,15,15,25,17
ENSG00000270491,0,0,0,0,0,0
ENSG00000149089,835,744,614,604,742,635
ENSG00000110435,1196,727,820,950,1023,972
ENSG00000251862,0,0,0,0,0,0
ENSG00000255521,0,0,0,1,0,0
ENSG00000026508,145,140,199,332,342,328
ENSG00000255443,0,1,1,1,0,0
ENSG00000251194,0,0,0,0,0,0
ENSG00000110436,58,35,17,50,35,34
ENSG00000255004,0,0,0,0,0,0
ENSG00000215380,0,0,0,0,0,0
ENSG00000255542,0,0,0,0,0,0
ENSG00000149090,505,174,110,414,152,105
ENSG00000254669,0,0,0,0,0,0
ENSG00000179431,946,551,296,752,653,577
ENSG00000254686,0,0,0,0,0,0
ENSG00000166326,2403,1551,1318,2054,2066,2014
ENSG00000186082,0,0,0,0,0,0
ENSG00000254919,0,0,0,0,0,0
ENSG00000179241,1151,651,493,854,844,844
ENSG00000254672,0,0,0,0,0,0
ENSG00000255256,0,0,0,0,0,0
ENSG00000241228,0,0,0,0,0,0
ENSG00000263389,0,0,0,0,0,0
ENSG00000280321,0,0,0,2,4,0
ENSG00000110442,527,447,259,413,532,508
ENSG00000135362,148,80,66,121,141,144
ENSG00000254566,0,0,0,0,0,0
ENSG00000255186,0,0,0,0,0,0
ENSG00000255060,0,0,0,0,0,0
ENSG00000175104,301,162,184,234,216,216
ENSG00000280331,0,0,0,0,0,2
ENSG00000166349,29,20,49,52,34,31
ENSG00000175097,0,0,0,0,0,0
ENSG00000166352,373,329,200,310,311,216
ENSG00000254498,0,0,0,1,0,0
ENSG00000251838,0,0,0,0,0,0
ENSG00000242834,0,0,0,0,0,0
ENSG00000254516,0,0,0,0,0,0
ENSG00000279004,0,0,0,0,0,0
ENSG00000254784,0,0,0,0,0,0
ENSG00000255477,0,0,0,0,0,0
ENSG00000255175,0,0,0,0,0,0
ENSG00000254562,0,0,0,0,0,0
ENSG00000240975,1,1,1,0,2,0
ENSG00000201591,0,0,0,0,0,0
ENSG00000270588,0,0,0,0,0,0
ENSG00000255347,0,0,0,0,0,0
ENSG00000279675,1,0,0,1,0,0
ENSG00000148948,17,12,8,18,8,5
ENSG00000206806,0,0,0,0,0,0
ENSG00000254579,0,0,0,0,0,0
ENSG00000252922,0,0,0,0,0,0
ENSG00000255132,0,0,1,0,0,0
ENSG00000255388,0,0,0,0,0,0
ENSG00000242729,0,0,0,0,0,0
ENSG00000255563,0,0,0,0,0,0
ENSG00000255171,0,0,0,0,0,0
ENSG00000254668,0,0,0,0,0,0
ENSG00000255279,0,0,0,1,0,0
ENSG00000254822,0,0,0,0,0,0
ENSG00000255300,0,0,0,0,0,0
ENSG00000255109,0,0,0,0,0,0
ENSG00000254914,0,0,0,0,0,0
ENSG00000271028,0,0,0,0,0,0
ENSG00000254725,0,0,0,0,0,0
ENSG00000251557,0,0,1,1,0,0
ENSG00000166181,6957,3844,4400,4871,5045,4569
ENSG00000254907,2,0,5,1,0,2
ENSG00000252652,0,0,1,0,0,0
ENSG00000052841,1625,1055,1139,1576,976,980
ENSG00000255340,0,0,1,0,0,1
ENSG00000254577,0,0,6,5,1,0
ENSG00000252355,0,0,0,2,0,0
ENSG00000254463,0,1,0,3,1,2
ENSG00000213697,0,0,0,0,0,0
ENSG00000283217,0,0,0,0,0,0
ENSG00000211568,0,0,0,0,0,0
ENSG00000235661,2,0,0,0,0,0
ENSG00000283341,15,10,46,30,15,8
ENSG00000199077,0,0,0,0,0,0
ENSG00000149084,2581,2027,2460,2930,2804,2290
ENSG00000243721,0,1,0,0,0,0
ENSG00000283393,0,0,0,0,0,0
ENSG00000254512,0,0,0,0,0,0
ENSG00000283483,0,0,0,0,0,0
ENSG00000246250,0,0,3,4,2,4
ENSG00000283375,0,0,0,0,0,0
ENSG00000166199,326,305,187,237,253,250
ENSG00000213693,13,4,5,11,17,6
ENSG00000244926,3,8,1,9,5,4
ENSG00000254409,4,7,0,8,8,0
ENSG00000187479,21,48,13,32,29,13
ENSG00000244953,0,0,2,0,0,0
ENSG00000205126,0,0,0,0,0,0
ENSG00000110455,130,104,224,238,95,73
ENSG00000255165,0,0,3,2,0,0
ENSG00000151348,2133,1252,1363,2361,1827,1796
ENSG00000052850,3,4,1,0,0,0
ENSG00000255451,1,0,0,0,0,1
ENSG00000255106,0,0,1,1,0,0
ENSG00000085117,276,286,210,336,273,203
ENSG00000254693,0,0,0,0,0,0
ENSG00000255092,0,0,0,0,0,0
ENSG00000244267,0,0,0,0,0,0
ENSG00000275725,0,0,0,0,0,0
ENSG00000255079,2,1,2,0,1,1
ENSG00000255032,0,0,0,0,0,0
ENSG00000157570,788,467,273,579,364,351
ENSG00000175274,5402,2087,1296,2723,1984,1508
ENSG00000254654,0,1,0,1,3,0
ENSG00000019485,387,176,271,315,259,316
ENSG00000254664,0,0,0,0,0,1
ENSG00000019505,638,410,495,633,600,469
ENSG00000254497,0,0,0,0,0,0
ENSG00000254427,5,6,5,5,8,4
ENSG00000255267,0,0,0,0,0,0
ENSG00000255041,0,0,0,0,0,0
ENSG00000254651,1,0,0,0,0,0
ENSG00000254746,0,0,0,0,0,0
ENSG00000255519,0,0,0,0,0,0
ENSG00000254514,0,0,0,0,0,0
ENSG00000175264,37,47,79,78,109,90
ENSG00000255091,0,0,1,0,0,0
ENSG00000276639,0,0,0,0,0,0
ENSG00000254519,0,0,0,0,1,0
ENSG00000255426,0,0,0,0,0,0
ENSG00000255226,0,0,0,0,0,0
ENSG00000205106,0,0,0,0,0,0
ENSG00000181830,535,412,400,569,710,597
ENSG00000255447,0,0,0,0,0,0
ENSG00000121671,660,320,377,405,442,353
ENSG00000121653,1504,924,752,1401,1177,1376
ENSG00000255498,0,0,0,0,0,0
ENSG00000234776,5,1,0,6,4,1
ENSG00000121680,631,643,432,729,756,531
ENSG00000165905,2827,3203,1889,3878,3645,2835
ENSG00000135365,1119,598,743,915,732,744
ENSG00000254653,1,0,0,1,0,1
ENSG00000255314,1,0,1,0,0,0
ENSG00000254871,0,0,0,0,0,0
ENSG00000255269,0,0,0,0,0,0
ENSG00000254639,2,1,2,2,6,2
ENSG00000255007,0,0,0,4,0,0
ENSG00000157613,446,370,427,467,502,429
ENSG00000149091,3204,2070,2536,2893,2984,3304
ENSG00000264102,0,0,0,0,0,0
ENSG00000110492,11190,9785,3885,6499,6815,5014
ENSG00000180720,16,7,14,11,3,6
ENSG00000110497,1220,577,733,990,840,1102
ENSG00000244313,154,220,89,134,193,100
ENSG00000265014,0,0,0,0,0,0
ENSG00000283497,0,0,0,0,0,0
ENSG00000180423,110,71,93,83,105,80
ENSG00000175224,2021,1376,1265,1678,1778,1705
ENSG00000175220,1397,1202,1142,1470,1811,1649
ENSG00000175213,512,392,229,368,359,343
ENSG00000180210,1,6,3,2,2,0
ENSG00000175216,7573,3628,5148,6049,4472,5381
ENSG00000263540,0,0,0,0,0,0
ENSG00000252427,0,0,0,2,0,0
ENSG00000212135,3,0,3,1,1,3
ENSG00000247675,14,18,10,25,28,16
ENSG00000134569,528,265,399,637,345,575
ENSG00000149179,753,580,383,548,584,429
ENSG00000271350,0,0,2,1,0,0
ENSG00000255520,0,0,0,2,0,0
ENSG00000149182,2025,1556,1171,1594,1474,1470
ENSG00000270060,2,5,22,12,4,4
ENSG00000165912,1759,1108,964,1236,1371,1396
ENSG00000275208,0,0,0,0,0,0
ENSG00000243802,2,0,5,2,2,0
ENSG00000134574,1250,847,2034,1441,1519,1273
ENSG00000256897,4,3,4,6,8,2
ENSG00000134575,698,437,243,575,413,489
ENSG00000025434,411,327,250,348,388,296
ENSG00000110514,1309,616,912,1152,771,1192
ENSG00000256746,2,0,0,1,0,0
ENSG00000283338,0,0,0,0,0,0
ENSG00000134571,1,3,5,2,1,2
ENSG00000066336,2,4,9,2,4,4
ENSG00000255197,2,0,1,1,0,1
ENSG00000264583,0,0,0,0,0,0
ENSG00000165915,630,719,552,786,698,526
ENSG00000165916,4201,3051,2222,3003,3325,3494
ENSG00000165917,2,1,3,8,4,4
ENSG00000149187,3796,2906,3289,3634,4263,3577
ENSG00000270072,0,0,1,0,2,0
ENSG00000265559,0,0,1,1,0,0
ENSG00000213619,1493,1249,915,1152,1476,1230
ENSG00000110536,602,583,306,515,529,305
ENSG00000123444,292,109,145,217,140,181
ENSG00000200376,0,0,0,0,0,0
ENSG00000231880,0,0,0,0,0,0
ENSG00000196666,4,3,0,4,4,0
ENSG00000172247,267,282,192,243,242,137
ENSG00000109919,3129,2338,1811,2130,2640,2146
ENSG00000165923,24,20,23,31,23,13
ENSG00000109920,1093,593,1599,1138,868,941
ENSG00000200090,4,2,4,7,0,1
ENSG00000030066,4193,1604,2934,2982,2514,3448
ENSG00000271543,0,0,0,0,0,0
ENSG00000252874,2,0,3,1,1,2
ENSG00000271557,0,0,0,0,0,0
ENSG00000254780,0,1,0,0,0,0
ENSG00000149177,811,502,691,1061,859,828
ENSG00000254879,0,1,0,0,0,0
ENSG00000263693,0,0,0,0,0,0
ENSG00000175619,0,0,0,0,0,0
ENSG00000255514,0,0,0,0,0,0
ENSG00000172208,0,0,0,0,0,0
ENSG00000176567,0,0,0,0,0,0
ENSG00000176555,0,0,0,0,0,0
ENSG00000176547,0,0,0,0,0,0
ENSG00000197161,0,0,0,0,0,0
ENSG00000176540,0,0,0,0,0,0
ENSG00000182565,0,0,0,0,0,0
ENSG00000184789,0,0,0,0,0,0
ENSG00000254925,0,0,0,0,0,0
ENSG00000255215,0,0,0,0,0,0
ENSG00000237388,0,0,0,0,0,0
ENSG00000255113,0,0,0,0,0,0
ENSG00000255304,0,0,0,0,0,0
ENSG00000254832,0,0,0,0,0,0
ENSG00000255534,0,0,0,0,0,0
ENSG00000213607,0,0,0,0,0,0
ENSG00000255297,0,0,0,0,0,0
ENSG00000254674,0,0,0,0,0,0
ENSG00000255053,0,0,0,0,0,0
ENSG00000255551,0,0,0,0,0,0
ENSG00000254728,0,0,0,0,0,0
ENSG00000254920,0,0,0,0,0,0
ENSG00000255527,0,0,0,0,0,0
ENSG00000249910,0,0,0,0,0,0
ENSG00000254517,0,0,0,0,0,0
ENSG00000220948,0,0,0,0,0,0
ENSG00000254764,0,0,0,0,0,0
ENSG00000205044,0,0,0,0,0,0
ENSG00000182053,0,0,0,0,0,0
ENSG00000214891,0,0,0,0,0,0
ENSG00000276637,0,0,0,0,0,0
ENSG00000254801,0,0,0,0,0,0
ENSG00000229361,0,0,0,0,0,0
ENSG00000255452,0,0,0,0,0,0
ENSG00000254412,0,0,0,0,0,0
ENSG00000255338,0,0,0,0,0,0
ENSG00000254993,0,0,0,0,0,0
ENSG00000254567,0,0,0,0,0,0
ENSG00000086205,2,3,2,3,2,2
ENSG00000255532,0,0,0,0,1,2
ENSG00000123447,0,0,0,0,0,0
ENSG00000254496,0,0,0,0,0,0
ENSG00000226268,4,6,1,2,1,3
ENSG00000205035,0,0,0,0,0,0
ENSG00000254487,0,0,0,0,0,0
ENSG00000255268,0,0,0,1,0,0
ENSG00000219061,0,0,0,0,0,0
ENSG00000265973,0,0,0,0,0,0
ENSG00000254714,0,0,0,0,0,0
ENSG00000255550,0,0,0,0,0,0
ENSG00000255214,0,0,0,0,0,0
ENSG00000255190,0,0,0,0,0,0
ENSG00000254800,0,0,0,0,0,0
ENSG00000255111,0,0,0,0,0,0
ENSG00000254408,0,0,0,0,0,0
ENSG00000254472,0,0,0,0,0,0
ENSG00000254637,0,0,0,0,0,0
ENSG00000254940,0,0,0,0,0,0
ENSG00000254624,0,0,0,0,0,0
ENSG00000258817,0,0,0,0,0,0
ENSG00000221954,0,0,0,0,0,0
ENSG00000283605,0,0,0,0,0,0
ENSG00000260811,0,0,0,0,0,0
ENSG00000260595,0,0,0,0,0,0
ENSG00000255199,0,0,0,0,0,0
ENSG00000255442,0,0,0,0,0,0
ENSG00000236919,0,0,0,0,0,0
ENSG00000255500,0,0,0,0,0,0
ENSG00000255042,0,0,0,0,0,0
ENSG00000255001,0,0,0,0,0,0
ENSG00000254518,0,0,0,0,0,0
ENSG00000254840,0,0,0,0,0,0
ENSG00000214883,0,0,0,1,0,1
ENSG00000237610,0,0,0,0,0,0
ENSG00000185926,0,0,0,0,0,0
ENSG00000255312,0,0,0,0,0,0
ENSG00000255560,0,0,0,0,0,0
ENSG00000254769,0,0,0,0,0,0
ENSG00000254464,0,0,0,0,0,0
ENSG00000227547,0,0,0,0,0,0
ENSG00000225997,0,0,0,0,0,0
ENSG00000255349,0,0,0,0,0,0
ENSG00000221840,0,0,0,0,0,0
ENSG00000255078,0,0,0,0,0,0
ENSG00000150244,8,0,0,1,2,33
ENSG00000255543,0,0,0,0,0,0
ENSG00000255283,0,0,0,0,0,0
ENSG00000255110,0,0,0,0,0,0
ENSG00000254696,0,0,0,0,0,0
ENSG00000166007,0,0,0,0,0,0
ENSG00000254828,0,0,0,0,0,0
ENSG00000254663,0,0,0,0,0,0
ENSG00000254723,0,0,0,0,0,0
ENSG00000181961,0,0,0,0,0,0
ENSG00000181958,0,0,0,0,0,0
ENSG00000254891,0,0,0,0,0,0
ENSG00000255077,0,0,0,0,0,0
ENSG00000255493,2,0,0,0,0,0
ENSG00000254886,0,0,0,0,0,0
ENSG00000255196,0,0,0,0,0,0
ENSG00000181950,0,0,0,0,0,0
ENSG00000255294,0,0,0,0,0,0
ENSG00000254962,0,0,0,0,0,0
ENSG00000181943,0,0,0,0,0,0
ENSG00000254576,0,0,0,0,0,0
ENSG00000233301,0,0,0,0,0,0
ENSG00000181939,0,0,0,0,0,0
ENSG00000279514,0,0,0,0,0,0
ENSG00000172188,0,0,0,0,0,0
ENSG00000181927,0,0,0,0,0,0
ENSG00000174982,0,0,0,0,0,0
ENSG00000181903,0,0,0,0,0,0
ENSG00000254841,0,0,0,0,0,0
ENSG00000188439,0,0,0,0,0,0
ENSG00000254804,0,0,0,0,0,0
ENSG00000254457,0,0,0,0,0,0
ENSG00000186886,0,0,0,0,0,0
ENSG00000181837,0,0,0,0,0,0
ENSG00000279761,0,0,0,0,0,0
ENSG00000255019,0,0,0,0,0,0
ENSG00000186113,0,0,0,0,0,0
ENSG00000279395,0,0,0,0,0,0
ENSG00000186119,0,0,0,0,0,0
ENSG00000205030,0,0,0,0,0,0
ENSG00000205029,0,0,0,0,0,0
ENSG00000186124,0,0,0,0,0,0
ENSG00000255204,0,0,0,0,0,0
ENSG00000255499,0,0,0,0,0,0
ENSG00000254547,0,0,0,0,0,0
ENSG00000124900,0,0,0,0,0,0
ENSG00000227806,0,0,0,0,0,0
ENSG00000187612,0,0,0,0,0,0
ENSG00000167825,0,0,0,0,0,0
ENSG00000255416,0,0,0,0,0,0
ENSG00000254807,0,0,0,0,0,0
ENSG00000174970,0,0,0,0,0,0
ENSG00000214880,2,2,0,6,1,1
ENSG00000149133,0,0,0,0,0,0
ENSG00000182365,0,0,0,0,0,0
ENSG00000181785,0,0,0,0,0,0
ENSG00000184741,0,0,0,0,0,0
ENSG00000181780,0,0,0,0,0,0
ENSG00000225538,0,0,0,0,0,0
ENSG00000172154,0,0,0,0,0,0
ENSG00000254524,0,0,0,0,0,0
ENSG00000181767,0,0,0,0,0,0
ENSG00000255140,0,0,0,0,0,0
ENSG00000181761,0,0,0,0,0,0
ENSG00000254848,0,0,0,0,0,0
ENSG00000167822,0,0,0,0,0,0
ENSG00000254947,0,0,0,0,0,0
ENSG00000181752,0,0,0,0,0,0
ENSG00000255217,0,0,0,0,0,0
ENSG00000174957,0,0,0,0,0,0
ENSG00000230213,0,0,0,0,0,0
ENSG00000213604,0,0,0,0,0,0
ENSG00000254658,0,0,0,0,0,0
ENSG00000181718,0,0,0,0,0,0
ENSG00000172489,0,0,0,0,0,0
ENSG00000181698,0,0,0,0,0,0
ENSG00000181693,0,0,0,0,0,0
ENSG00000255461,0,0,0,0,0,0
ENSG00000280314,0,0,0,0,0,0
ENSG00000254722,0,0,0,0,0,0
ENSG00000255134,0,0,0,0,0,0
ENSG00000150261,0,0,0,0,0,0
ENSG00000242208,0,2,1,1,8,3
ENSG00000172487,0,0,0,0,0,0
ENSG00000172199,0,0,0,0,0,0
ENSG00000254903,0,0,0,0,0,0
ENSG00000255466,0,0,0,0,0,0
ENSG00000272987,0,0,0,0,0,0
ENSG00000181395,0,0,0,0,0,0
ENSG00000279961,0,0,0,0,0,0
ENSG00000230416,0,0,0,0,0,0
ENSG00000150269,0,0,0,0,0,0
ENSG00000174937,0,0,0,0,0,0
ENSG00000254752,0,0,0,0,0,0
ENSG00000181371,0,0,0,0,0,0
ENSG00000254411,0,0,0,0,0,0
ENSG00000254490,0,0,0,0,0,0
ENSG00000254660,0,0,0,0,0,0
ENSG00000254603,0,0,0,0,0,0
ENSG00000185701,0,0,0,0,0,0
ENSG00000255223,0,0,0,0,0,0
ENSG00000254834,0,0,0,0,0,0
ENSG00000166693,0,0,0,0,0,0
ENSG00000255012,0,0,0,0,0,0
ENSG00000255172,0,0,0,0,0,0
ENSG00000197866,0,0,0,0,0,0
ENSG00000254795,0,0,0,0,0,0
ENSG00000172464,0,0,0,0,0,0
ENSG00000172459,1,0,0,0,0,0
ENSG00000232511,0,0,0,0,0,0
ENSG00000238041,2,1,2,1,0,0
ENSG00000174914,0,0,0,0,0,0
ENSG00000254953,0,0,0,0,0,0
ENSG00000181325,0,0,0,0,0,0
ENSG00000172457,0,0,0,0,0,0
ENSG00000274770,0,0,0,0,0,0
ENSG00000254825,0,0,0,0,0,0
ENSG00000181296,0,0,0,0,0,0
ENSG00000255485,0,0,0,0,0,0
ENSG00000205025,0,0,0,0,0,0
ENSG00000241356,0,0,0,0,0,0
ENSG00000255433,0,0,0,0,0,0
ENSG00000274150,0,0,0,0,0,0
ENSG00000181282,0,0,0,0,0,0
ENSG00000181273,0,0,0,0,0,0
ENSG00000255083,0,0,0,0,0,0
ENSG00000273228,0,0,0,0,0,0
ENSG00000283307,0,0,0,0,0,0
ENSG00000272676,0,0,0,0,0,0
ENSG00000273255,0,0,0,0,0,0
ENSG00000183908,37,11,33,38,31,54
ENSG00000134817,11,6,14,16,8,16
ENSG00000149115,5462,2614,2859,3931,2919,3500
ENSG00000254662,0,1,5,1,7,3
ENSG00000149136,11859,7815,6940,10245,10928,11014
ENSG00000109991,20,4,6,14,21,7
ENSG00000156575,0,0,0,0,0,0
ENSG00000186652,0,0,0,0,1,4
ENSG00000254979,1,1,1,2,0,0
ENSG00000134802,499,400,239,543,514,493
ENSG00000222998,0,0,0,0,0,0
ENSG00000186907,562,573,388,531,664,483
ENSG00000255301,0,0,0,0,0,0
ENSG00000149150,982,897,614,1036,1088,868
ENSG00000265566,1,1,7,6,2,3
ENSG00000134809,1162,1092,679,911,1090,935
ENSG00000214872,9,4,12,11,5,5
ENSG00000156587,2003,1586,892,1450,1611,982
ENSG00000240371,4,6,1,0,3,1
ENSG00000149131,1462,1344,765,1191,1210,790
ENSG00000254602,78,56,105,91,50,17
ENSG00000208009,1,0,4,2,1,1
ENSG00000166793,51,25,71,60,19,17
ENSG00000172409,695,448,411,577,752,698
ENSG00000156599,2634,1733,1683,2318,2261,2485
ENSG00000156603,394,399,224,315,388,291
ENSG00000213593,2471,2252,1671,2427,2597,2343
ENSG00000254462,0,0,0,2,0,0
ENSG00000213592,0,2,0,0,1,0
ENSG00000211450,3096,2791,1735,2340,2858,2150
ENSG00000254732,1,0,6,2,1,1
ENSG00000233436,0,4,3,9,4,3
ENSG00000198561,8959,5062,6298,6034,6051,6523
ENSG00000255303,0,0,0,0,0,0
ENSG00000255266,0,0,0,0,0,0
ENSG00000180714,0,0,0,0,0,0
ENSG00000254749,0,0,0,0,0,0
ENSG00000254601,0,0,0,0,0,0
ENSG00000186509,0,0,0,0,0,0
ENSG00000200817,0,0,0,0,0,0
ENSG00000279051,0,0,0,0,0,0
ENSG00000236541,0,0,0,0,0,0
ENSG00000255146,0,0,0,0,0,1
ENSG00000254853,0,0,0,0,0,0
ENSG00000255131,0,0,0,0,0,0
ENSG00000272685,0,0,0,0,0,0
ENSG00000172377,0,0,0,0,0,0
ENSG00000186508,0,0,0,0,0,0
ENSG00000272569,0,0,0,0,0,0
ENSG00000186513,0,0,0,0,0,0
ENSG00000197887,0,0,0,0,0,0
ENSG00000280204,0,0,0,0,0,0
ENSG00000180475,0,0,0,0,0,0
ENSG00000254589,0,0,0,0,0,1
ENSG00000172772,0,0,0,0,0,0
ENSG00000272900,0,0,0,0,0,0
ENSG00000255218,0,0,0,0,0,0
ENSG00000255431,0,0,0,0,0,0
ENSG00000255096,0,0,0,0,0,0
ENSG00000255333,0,0,0,0,0,0
ENSG00000197786,0,0,0,0,0,0
ENSG00000233499,0,0,0,0,0,0
ENSG00000273408,0,0,0,0,0,0
ENSG00000172769,0,0,0,0,0,0
ENSG00000172365,0,0,0,0,0,0
ENSG00000172362,0,0,0,2,0,0
ENSG00000255299,0,0,1,0,0,0
ENSG00000198283,0,0,0,0,0,0
ENSG00000110031,33,28,35,35,37,27
ENSG00000186660,1132,799,852,974,989,827
ENSG00000255073,1,0,1,1,0,2
ENSG00000269570,4,1,3,4,0,1
ENSG00000242689,6,1,5,9,7,9
ENSG00000280010,3,6,4,5,11,8
ENSG00000149124,0,0,0,0,0,0
ENSG00000197254,0,0,0,0,0,0
ENSG00000254926,0,0,0,0,0,0
ENSG00000255265,0,0,0,0,0,0
ENSG00000156689,24,8,11,13,16,11
ENSG00000254717,8,2,1,2,3,5
ENSG00000166840,177,149,116,173,124,123
ENSG00000255523,0,0,0,0,0,0
ENSG00000255240,17,25,7,14,7,6
ENSG00000254877,0,0,0,0,0,2
ENSG00000255189,2,0,0,1,1,0
ENSG00000254786,1,0,1,0,1,0
ENSG00000254399,1,1,1,2,0,0
ENSG00000255151,0,1,2,2,1,2
ENSG00000189057,875,346,500,520,479,642
ENSG00000245571,115,71,96,100,100,84
ENSG00000255381,1,0,1,1,0,0
ENSG00000166801,480,294,430,418,350,357
ENSG00000110042,1103,493,640,1058,933,1181
ENSG00000197629,1,0,0,0,2,2
ENSG00000263999,0,0,0,0,0,0
ENSG00000225802,0,0,0,0,0,0
ENSG00000254799,0,0,0,0,0,0
ENSG00000214797,0,0,0,0,0,0
ENSG00000254704,0,0,0,0,0,0
ENSG00000263944,0,0,0,0,0,0
ENSG00000235678,0,0,0,0,0,0
ENSG00000255386,0,0,0,0,0,0
ENSG00000176495,0,0,0,0,0,0
ENSG00000198261,0,0,0,0,0,0
ENSG00000172324,0,0,0,0,0,0
ENSG00000172320,1,0,0,2,0,0
ENSG00000166884,0,0,0,0,0,0
ENSG00000254466,0,0,0,0,0,0
ENSG00000204989,0,0,0,0,0,0
ENSG00000176200,0,0,0,0,0,0
ENSG00000172742,0,0,0,0,0,0
ENSG00000254770,0,0,0,0,0,0
ENSG00000255008,0,2,1,2,2,1
ENSG00000110048,2529,1419,1852,2050,1817,2023
ENSG00000264559,0,0,0,0,0,0
ENSG00000255139,12,9,16,6,13,5
ENSG00000166889,1563,957,868,1094,1103,1183
ENSG00000255355,3,0,0,2,0,1
ENSG00000223223,0,0,0,0,0,0
ENSG00000172289,0,0,0,0,0,0
ENSG00000254403,0,0,0,0,3,0
ENSG00000254743,0,0,0,0,0,0
ENSG00000255538,0,0,0,0,0,1
ENSG00000254477,1,0,6,3,2,3
ENSG00000166900,2796,1482,1710,1904,2081,1973
ENSG00000234964,21,25,17,26,31,38
ENSG00000166902,1464,1396,1069,1188,1637,1166
ENSG00000134812,0,0,0,0,0,0
ENSG00000134827,0,0,0,0,0,0
ENSG00000270929,0,0,0,0,0,0
ENSG00000214788,0,1,0,0,0,0
ENSG00000255393,0,0,0,0,0,0
ENSG00000149507,0,0,0,0,0,0
